;Register address;Field;Type;Accuracy;Unit;Min;Max;Read/Write;Remarks;User;;;
;10C4;;;;;;;;;;;;
;10C5;;;;;;;;;;;;
;10C6;;;;;;;;;;;;
;10C7;;;;;;;;;;;;
;10C8;;;;;;;;;;;;
;10C9;;;;;;;;;;;;
;10CA;;;;;;;;;;;;
;10CB;;;;;;;;;;;;
;10CC;;;;;;;;;;;;
;10CD;;;;;;;;;;;;
;10CE;;;;;;;;;;;;
;10CF;;;;;;;;;;;;
;10D0;;;;;;;;;;;;
;10D1;;;;;;;;;;;;
;10D2;;;;;;;;;;;;
;10D3;;;;;;;;;;;;
;10D4;;;;;;;;;;;;
;10D5;;;;;;;;;;;;
;10D6;;;;;;;;;;;;
;10D7;;;;;;;;;;;;
;10D8;;;;;;;;;;;;
;10D9;;;;;;;;;;;;
;10DA;;;;;;;;;;;;
;10DB;;;;;;;;;;;;
;10DC;;;;;;;;;;;;
;10DD;;;;;;;;;;;;
;10DE;;;;;;;;;;;;
;10DF;;;;;;;;;;;;
;10E0;;;;;;;;;;;;
;10E1;;;;;;;;;;;;
;10E2;;;;;;;;;;;;
;10E3;;;;;;;;;;;;
;10E4;;;;;;;;;;;;
;10E5;;;;;;;;;;;;
;10E6;;;;;;;;;;;;
;10E7;;;;;;;;;;;;
;10E8;;;;;;;;;;;;
;10E9;;;;;;;;;;;;
;10EA;;;;;;;;;;;;
;10EB;;;;;;;;;;;;
;10EC;;;;;;;;;;;;
;10ED;;;;;;;;;;;;
;10EE;;;;;;;;;;;;
;10EF;;;;;;;;;;;;
;10F0;;;;;;;;;;;;
;10F1;;;;;;;;;;;;
;10F2;;;;;;;;;;;;
;10F3;;;;;;;;;;;;
;10F4;;;;;;;;;;;;
;10F5;;;;;;;;;;;;
;10F6;;;;;;;;;;;;
;10F7;;;;;;;;;;;;
;10F8;;;;;;;;;;;;
;10F9;;;;;;;;;;;;
;10FA;;;;;;;;;;;;
;10FB;;;;;;;;;;;;
;10FC;;;;;;;;;;;;
;10FD;;;;;;;;;;;;
;10FE;;;;;;;;;;;;
;10FF;;;;;;;;;;;;
;;;;;;;;;;;;;
Remote control (0x1100-0x12FF);;;;;;;;;;;;;
;1100;AddressMask_Config_Remote1;U64;;;;;R;"Each bit of this field corresponds to the validity of 64 addresses above and including the address of this field. bit4 represents the address where the highest bit of this field plus 1 is located.
0 means invalid; 1 means valid.";End User;;;
;1101;;;;;;;;;;;;
;1102;;;;;;;;;;;;
;1103;;;;;;;;;;;;
;1104;Remote_On_Off_Control;U16;;;0;1;RW;"Remote power on/off.
0x0000: power off
0x0001: power on";End User;;;
;1105;Power_Control;U16;;;;;RWV;"Power control.
Bit0: active (address 0x1106) enable bit
Bit1: Reactive (address 0x1107-0x1108) enable bit
Bit2: Reactive mode selection bit (0: Reactive_Power; 1: Power_Factor)";End User;;;
;1106;Active_Power_Export_Limit;U16;0,1;%;0;1000;RWV;Output maximum active power percentage;End User;;;
;1107;Active_Power_Import_Limit;U16;0,1;%;0;1000;RWV;Input maximum active power percentage;End User;;;
;1108;Reactive_Power_Setting;I16;0,1;%;-1000;1000;RWV;"Percentage of reactive power.
Note: The maximum reactive power is limited by the specific model.";End User;;;
;1109;Power_Factor_Setting;I16;0,01;p.u.;-100;100;RWV;"Power factor.
Note: The minimum power factor is limited by the specific model.";End User;;;
;110A;Active_Power_Limit_Speed;U16;1;%;1;65535;RWV;Active power limit change rate;End User;;;
;110B;Reactive_Power_Response_Time;U16;0,1;second;0;65535;RWV;Reactive power setting response time;End User;;;
;110C;;;;;;;;;End User;;;
;110D;;;;;;;;;End User;;;
;110E;;;;;;;;;End User;;;
;110F;;;;;;;;;End User;;;
;1110;Energy_Storage_Mode_Control;U16;;;0;4;RW;"Energy storage working mode setting;
0: Spontaneous self-use mode
1: Time-of-use electricity price model
2: Timing charging and discharging mode
3: Passive mode
4: Peak clipping mode
5: Off-grid mode
Used to change the working mode.";End User;;;
;1111;Timing_ID;U16;;;0;3;RW;"Timed charging and discharging-rule number;
The smaller the serial number, the higher the priority.
After successfully writing to this register, the timing charge and discharge parameters will be updated to the parameters corresponding to the written serial number.";End User;;;
;1112;Timing_On_Off_Control;U16;;;0;1;RW;"Timing charge and discharge-enable control;
Bit0: charge enable
Bit1: Discharge enable";End User;;;
;1113;Timing_Charge_Start;U16;"1
1";"Hour
Minute";"0
0";"23
59";RW;"High byte. Charging start hour
Low byte. Charging start minutes";End User;;;
;1114;Timing_Charge_End;U16;"1
1";"Hour
Minute";"0
0";"23
59";RW;"High byte. Charging end hour
Low byte. Minutes after charging";End User;;;
;1115;Timing_Discharge_Start;U16;"1
1";"Hour
Minute";"0
0";"23
59";RW;"High byte. Discharge start hour
Low byte. Discharge start minute";End User;;;
;1116;Timing_Discharge_End;U16;"1
1";"Hour
Minute";"0
0";"23
59";RW;"High byte. End of discharge hour
Low byte. Minutes after discharge";End User;;;
;1117;Timing_Power_Charge;U32;1;W;1;4294967296 ;RW;Timed charging and discharging-charging power;End User;;;
;1118;;;;;;;;;End User;;;
;1119;Timing_Power_Discharge;U32;1;W;1;4294967296 ;RW;Timing charge and discharge-discharge power;End User;;;
;111A;;;;;;;;;End User;;;
;111B;Timing_Rsvd1;;;;;;;Timed charge and discharge-reserved 1;End User;;;
;111C;Timing_Rsvd2;;;;;;;Timed charge and discharge-reserved 2;End User;;;
;111D;Timing_Rsvd3;;;;;;;Timed charge and discharge-reserved 3;End User;;;
;111E;Timing_Rsvd4;;;;;;;Timed charge and discharge-reserved 4;End User;;;
;111F;Timing_Control;U16;;;1;1;RW;"Timing charge and discharge write control;
When the written value is 1, the value in the shadow register of timing charge and discharge is updated to the system timing charge and discharge configuration;
When reading, return the status of the last write operation:
0x0000: success
0x0001: operating
0xFFFB: The operation failed and the controller refused to respond (maybe the controller is busy or the configuration is wrong)
0xFFFC: The operation failed and the controller did not respond
0xFFFD: Operation failed, current function is forbidden
0xFFFE: Operation failed, parameter storage failed
0xFFFF: The operation failed, and the input parameters are incorrect";End User;;;
;1120;TOU_ID;U16;;;0;7;RW;"Time-of-use electricity price-rule number;
The smaller the serial number, the higher the priority.
After successfully writing to this register, the time-of-use electricity price parameter will be updated to the parameter corresponding to the written serial number.";End User;;;
;1121;TOU_On_Off_Control;U16;;;0;1;RW;"Time-of-use price-rule enable;
0: disabled
1: enable";End User;;;
;1122;TOU_Charge_Start;U16;"1
1";"Hour
Minute";"0
0";"23
59";RW;"High byte. Charging start hour
Low byte. Charging start minutes";End User;;;
;1123;TOU_Charge_End;U16;"1
1";"Hour
Minute";"0
0";"23
59";RW;"High byte. Charging end hour
Low byte. Minutes after charging";End User;;;
;1124;TOU_Charge_Target_SOC;U16;1;%;30;100;RW;"Time-of-use price-mandatory charging cut-off SOC;
The percentage of remaining power. When the current SOC of the battery reaches the value of this register, the forced charging ends and enters the spontaneous self-use mode, while discharging is prohibited.";End User;;;
;1125;TOU_Charge_Power;U32;1;W;1;4294967296 ;RW;"Time-of-use price-mandatory charging power;
The set value cannot exceed the rated power of the machine.";End User;;;
;1126;;;;;;;;;;;;
;1127;TOU_Executed_Date_Start;U16;"1
1";"Month
Date";"1
1";"12
31";RW;"High byte. The month when the rule becomes effective
Low byte. Effective date of the rule";End User;;;
;1128;TOU_Executed_Date_End;U16;"1
1";"Month
Date";"1
1";"12
31";RW;"High byte. The month when the rule ceases to take effect
Low byte. The date when the rule ceases to take effect";End User;;;
;1129;TOU_Executed_Day_of_Week;U16;;;;;RW;"Time-of-use electricity price-week when the rule takes effect;
This register is represented by a bit field, a bit of 0 indicates an invalid day of the week, and a bit of 1 indicates a valid day of the week
Bit0: Monday
Bit1: Tuesday
Bit2: Wednesday
Bit3: Thursday
Bit4: Friday
Bit5: Saturday
Bit6: Sunday";Installer;;;
;112A;TOU_Rsvd1;;;;;;;Time-of-use energy price-reserved 1;End User;;;
;112B;TOU_Rsvd2;;;;;;;Time-of-use energy price-reserved 2;End User;;;
;112C;TOU_Rsvd3;;;;;;;Time-of-use energy price-reserved 3;End User;;;
;112D;TOU_Rsvd4;;;;;;;Time-of-use energy price-reserved 4;End User;;;
;112E;TOU_Rsvd5;;;;;;;Time-of-use energy price-reserved 5;End User;;;
;112F;TOU_Control;U16;;;1;1;RW;"Time-of-use energy price-write control;
When the written value is 1, the value in the shadow register of the time-of-use electricity price is updated to the system time-of-use electricity price configuration;
When reading, return the status of the last write operation:
0x0000: success
0x0001: operating
0xFFFB: The operation failed and the controller refused to respond (maybe the controller is busy or the configuration is wrong)
0xFFFC: The operation failed and the controller did not respond
0xFFFD: Operation failed, current function is forbidden
0xFFFE: Operation failed, parameter storage failed
0xFFFF: The operation failed, and the input parameters are incorrect";End User;;;
;1130;Peak_Shaving_Discharge_Threshold;U32;1;W;100;;RW;The power limit that allows the system to buy electricity from the grid;End User;;;
;1131;;;;;;;;;End User;;;
;1132;Peak_Shaving_Charge_Threshold;U32;1;W;100;;RW;The power cap that allows the system to sell electricity to the grid;End User;;;
;1133;;;;;;;;;End User;;;
;1134;;;;;;;;;;;;
;1135;;;;;;;;;;;;
;1136;;;;;;;;;;;;
;1137;;;;;;;;;;;;
;1138;;;;;;;;;;;;
;1139;;;;;;;;;;;;
;113A;;;;;;;;;;;;
;113B;;;;;;;;;;;;
;113C;;;;;;;;;;;;
;113D;;;;;;;;;;;;
;113E;;;;;;;;;;;;
;113F;;;;;;;;;;;;
;1140;AddressMask_Config_Remote2;U64;;;;;R;"Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field plus 1 is located.
0 means invalid; 1 means valid. ";End User;;;
;1141;;;;;;;;;;;;
;1142;;;;;;;;;;;;
;1143;;;;;;;;;;;;
;1144;Off_Grid_Charge_Source;U16;;;0;2;RW;"Off-grid mode-charging source selection:
0: Grid
1: Generator
2: reserved";;;;
;1145;Off_Grid_Grid_Power;U16;0,01;kW;0;65535;RW;Off-grid mode-power drawn from the grid;;;;
;1146;Off_Grid_DG_Power;U16;0,01;kW;0;65535;RW;Off-grid mode-generator power;;;;
;1147;;;;;;;;;;;;
;1148;;;;;;;;;;;;
;1149;;;;;;;;;;;;
;114A;;;;;;;;;;;;
;114B;;;;;;;;;;;;
;114C;;;;;;;;;;;;
;114D;;;;;;;;;;;;
;114E;;;;;;;;;;;;
;114F;;;;;;;;;;;;
;1150;;;;;;;;;;;;
;1151;;;;;;;;;;;;
;1152;;;;;;;;;;;;
;1153;;;;;;;;;;;;
;1154;;;;;;;;;;;;
;1155;;;;;;;;;;;;
;1156;;;;;;;;;;;;
;1157;;;;;;;;;;;;
;1158;;;;;;;;;;;;
;1159;;;;;;;;;;;;
;115A;;;;;;;;;;;;
;115B;;;;;;;;;;;;
;115C;;;;;;;;;;;;
;115D;;;;;;;;;;;;
;115E;;;;;;;;;;;;
;115F;;;;;;;;;;;;
;1160;;;;;;;;;;;;
;1161;;;;;;;;;;;;
;1162;;;;;;;;;;;;
;1163;;;;;;;;;;;;
;1164;;;;;;;;;;;;
;1165;;;;;;;;;;;;
;1166;;;;;;;;;;;;
;1167;;;;;;;;;;;;
;1168;;;;;;;;;;;;
;1169;;;;;;;;;;;;
;116A;;;;;;;;;;;;
;116B;;;;;;;;;;;;
;116C;;;;;;;;;;;;
;116D;;;;;;;;;;;;
;116E;;;;;;;;;;;;
;116F;;;;;;;;;;;;
;1170;;;;;;;;;;;;
;1171;;;;;;;;;;;;
;1172;;;;;;;;;;;;
;1173;;;;;;;;;;;;
;1174;;;;;;;;;;;;
;1175;;;;;;;;;;;;
;1176;;;;;;;;;;;;
;1177;;;;;;;;;;;;
;1178;;;;;;;;;;;;
;1179;;;;;;;;;;;;
;117A;;;;;;;;;;;;
;117B;;;;;;;;;;;;
;117C;;;;;;;;;;;;
;117D;;;;;;;;;;;;
;117E;;;;;;;;;;;;
;117F;;;;;;;;;;;;
;1180;AddressMask_Config_Remote3;U64;;;;;R;"Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field plus 1 is located.
0 means invalid; 1 means valid. ";End User;;;
;1181;;;;;;;;;End User;;;
;1182;;;;;;;;;End User;;;
;1183;;;;;;;;;End User;;;
;1184;Passive_Timeout;U16;1;Second;0;65535;RW;"Passive mode-timeout control;
Default value: 0;
Set the passive mode communication timeout time. When the inverter does not receive any communication within the time set by this register, the inverter will force the timeout action.
In particular, writing 0 to this register will disable the timeout function.";End User;;;
;1185;Passive_Timeout_Action;U16;;;0;1;RW;"Passive mode-timeout action;
0: Forced standby
1: Forced to restore to the energy storage mode before entering the passive mode";End User;;;
;1186;Passive_Rsvd1;;;;;;;Passive mode-reserved 1;End User;;;
;1187;Passive_Manual_Gdes;I32;1;W;-2147483648;2147483647 ;RW;"Manual mode expected grid power (Gdes);
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".";End User;;;
;1188;;;;;;;;;End User;;;
;1189;Passive_Manual_Blo;I32;1;W;-2147483648;2147483647 ;RW;"The minimum charge and discharge power of the battery in Manual mode (Blo);
Positive value means charging;
Negative values indicate discharge.";End User;;;
;118A;;;;;;;;;End User;;;
;118B;Passive_Manual_Bup;I32;1;W;-2147483648;2147483647 ;RW;"The maximum charge and discharge power of the battery in Manual mode (Bup);
Positive value means charging;
Negative values indicate discharge.";End User;;;
;118C;;;;;;;;;End User;;;
;118D;Passive_Manual_Gdzup;I32;1;W;-2147483648;2147483647 ;RW;"Manual mode allows selling electric power (Gdzup);
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".";End User;;;
;118E;;;;;;;;;End User;;;
;118F;Passive_Manual_Gdzlo;I32;1;W;-2147483648;2147483647 ;RW;"Manual mode allows to buy electric power (Gdzlo);
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".";End User;;;
;1190;;;;;;;;;End User;;;
;1191;Passive_Scheduler_Gdes_Ante;I32;1;W;-2147483648;2147483647 ;RW;"Scheduler mode expected grid power (Gdes_Ante);
The parameters of the planned task are valid during the planned time period.
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".";End User;;;
;1192;;;;;;;;;End User;;;
;1193;Passive_Scheduler_Blo_Ante;I32;1;W;-2147483648;2147483647 ;RW;"The minimum charge and discharge power of the battery in Scheduler mode (Blo_Ante);
The parameters of the planned task are valid during the planned time period.
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".";End User;;;
;1194;;;;;;;;;End User;;;
;1195;Passive_Scheduler_Bup_Ante;I32;1;W;-2147483648;2147483647 ;RW;"The maximum charge and discharge power of the battery in Scheduler mode (Bup_Ante);
The parameters of the planned task are valid during the planned time period.
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".";End User;;;
;1196;;;;;;;;;End User;;;
;1197;Passive_Scheduler_Gdzup_Ante;I32;1;W;-2147483648;2147483647 ;RW;"Scheduler mode allows to sell electric power (Gdzup_Ante);
The parameters of the planned task are valid during the planned time period.
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".";End User;;;
;1198;;;;;;;;;End User;;;
;1199;Passive_Scheduler_Gdzlo_Ante;I32;1;W;-2147483648;2147483647 ;RW;"Scheduler mode allows to buy electric power (Gdzlo_Ante);
The parameters of the planned task are valid during the planned time period.
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".";End User;;;
;119A;;;;;;;;;End User;;;
;119B;Passive_Scheduler_Gdes_Post;I32;1;W;-2147483648;2147483647 ;RW;"Scheduler mode expected grid power (Gdes_Post);
Schedule task parameters, valid after the scheduled time period.
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".";End User;;;
;119C;;;;;;;;;End User;;;
;119D;Passive_Scheduler_Blo_Post;I32;1;W;-2147483648;2147483647 ;RW;"The minimum charge and discharge power of the battery in Scheduler mode (Blo_Post);
Schedule task parameters, valid after the scheduled time period.
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".";End User;;;
;119E;;;;;;;;;End User;;;
;119F;Passive_Scheduler_Bup_Post;I32;1;W;-2147483648;2147483647 ;RW;"The maximum charge and discharge power of the battery in Scheduler mode (Bup_Post);
Schedule task parameters, valid after the scheduled time period.
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".";End User;;;
;11A0;;;;;;;;;End User;;;
;11A1;Passive_Scheduler_Gdzup_Post;I32;1;W;-2147483648;2147483647 ;RW;"Scheduler mode allows to sell electric power (Gdzup_Post);
Schedule task parameters, valid after the scheduled time period.
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".";End User;;;
;11A2;;;;;;;;;End User;;;
;11A3;Passive_Scheduler_Gdzlo_Post;I32;1;W;-2147483648;2147483647 ;RW;"Scheduler mode allows to buy electric power (Gdzlo_Post);
Schedule task parameters, valid after the scheduled time period.
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".";End User;;;
;11A4;;;;;;;;;End User;;;
;11A5;Passive_Scheduler_StartTime;U32;1;Second;0;4294967296 ;RW;"Scheduler mode application expectation parameter setting value start time;
StartTime is in unix time format. Since the internal time of the system defaults to Greenwich Mean Time (GMT), when setting this parameter, you should pay attention to the local time zone of your country, StartTime=(local Unix Time)±(local time and UTC/GMT The number of seconds corresponding to the time difference)";End User;;;
;11A6;;;;;;;;;End User;;;
;11A7;Passive_Scheduler_DurationTime;U32;1;Second;0;4294967296 ;RW;Scheduler mode application expects the duration of the parameter setting value (DurationTime);End User;;;
;11A8;;;;;;;;;End User;;;
;11A9;Passive_Scheduler_ManagementMode;U16;;;0;2;RW;"Scheduler mode management mode selection (ManagementMode);
0: Spontaneous self-use mode
1: Manual mode
2: Scheduler mode
Only 0, 1, 2 can be input, other data is invalid.";End User;;;
;11AA;;;;;;;;;;;;
;11AB;;;;;;;;;;;;
;11AC;;;;;;;;;;;;
;11AD;;;;;;;;;;;;
;11AE;;;;;;;;;;;;
;11AF;;;;;;;;;;;;
;11B0;;;;;;;;;;;;
;11B1;;;;;;;;;;;;
;11B2;;;;;;;;;;;;
;11B3;;;;;;;;;;;;
;11B4;;;;;;;;;;;;
;11B5;;;;;;;;;;;;
;11B6;;;;;;;;;;;;
;11B7;;;;;;;;;;;;
;11B8;;;;;;;;;;;;
;11B9;;;;;;;;;;;;
;11BA;;;;;;;;;;;;
;11BB;;;;;;;;;;;;
;11BC;;;;;;;;;;;;
;11BD;;;;;;;;;;;;
;11BE;;;;;;;;;;;;
;11BF;;;;;;;;;;;;
;11C0;AddressMask_Config_Remote4;U64;;;;;R;"Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field plus 1 is located.
0 means invalid; 1 means valid. ";End User;;;
;11C1;;;;;;;;;End User;;;
;11C2;;;;;;;;;End User;;;
;11C3;;;;;;;;;End User;;;
;11C4;;;;;;;;;;;;
;11C5;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
The inverter returns a read-only result (0x1300-0x15FF);;;;;;;;;;;;;
;1300;AddressMask_Config_ReadOnly_Result1;U64;;;;;R;"Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field plus 1 is located.
0 means invalid; 1 means valid. ";;;;
;1301;;;;;;;;;;;;
;1302;;;;;;;;;;;;
;1303;;;;;;;;;;;;
;1304;Italay_Autotest_Result1;U16;0,1;V;;;R;"Italian automatic test 59.s1.
The first-level overvoltage protection value is set by default.";;;;
;1305;Italay_Autotest_Result2;U16;1;ms;;;R;"Italian automatic test 59.s1.
The first-level overvoltage protection time is set by default.";;;;
;1306;Italay_Autotest_Result3;U16;0,1;V;;;R;"Italian automatic test 59.s1.
Test result of level 1 overvoltage protection value.";;;;
;1307;Italay_Autotest_Result4;U16;1;ms;;;R;"Italian automatic test 59.s1.
The first level overvoltage protection time test result.";;;;
;1308;Italay_Autotest_Result5;U16;0,1;V;;;R;"Italian automatic test 59.s2.
The secondary overvoltage protection value is set by default.";;;;
;1309;Italay_Autotest_Result6;U16;1;ms;;;R;"Italian automatic test 59.s2.
The second-level overvoltage protection time is set by default.";;;;
;130A;Italay_Autotest_Result7;U16;0,1;V;;;R;"Italian automatic test 59.s2.
Test result of secondary overvoltage protection value.";;;;
;130B;Italay_Autotest_Result8;U16;1;ms;;;R;"Italian automatic test 59.s2.
Test result of secondary overvoltage protection time.";;;;
;130C;Italay_Autotest_Result9;U16;0,1;V;;;R;"Italian automatic test 27.s1.
The first-level undervoltage protection value is set by default.";;;;
;130D;Italay_Autotest_Result10;U16;1;ms;;;R;"Italian automatic test 27.s1.
The first-level undervoltage protection time is set by default.";;;;
;130E;Italay_Autotest_Result11;U16;0,1;V;;;R;"Italian automatic test 27.s1.
The first level undervoltage protection value test result.";;;;
;130F;Italay_Autotest_Result12;U16;1;ms;;;R;"Italian automatic test 27.s1.
The first level undervoltage protection time test result.";;;;
;1310;Italay_Autotest_Result13;U16;0,1;V;;;R;"Italian automatic test 27.s2.
The secondary undervoltage protection value is set by default.";;;;
;1311;Italay_Autotest_Result14;U16;1;ms;;;R;"Italian automatic test 27.s2.
The second level undervoltage protection time is set by default.";;;;
;1312;Italay_Autotest_Result15;U16;0,1;V;;;R;"Italian automatic test 27.s2.
Test result of secondary undervoltage protection value.";;;;
;1313;Italay_Autotest_Result16;U16;1;ms;;;R;"Italian automatic test 27.s2.
Test result of secondary undervoltage protection time.";;;;
;1314;Italay_Autotest_Result17;U16;0,01;Hz;;;R;"Italian automatic test 81>s1.
The first-level over-frequency protection value is set by default.";;;;
;1315;Italay_Autotest_Result18;U16;1;ms;;;R;"Italian automatic test 81>s1.
The first-level over-frequency protection time is set by default.";;;;
;1316;Italay_Autotest_Result19;U16;0,01;Hz;;;R;"Italian automatic test 81>s1.
Test result of level 1 over-frequency protection value.";;;;
;1317;Italay_Autotest_Result20;U16;1;ms;;;R;"Italian automatic test 81>s1.
The first level over-frequency protection time test result.";;;;
;1318;Italay_Autotest_Result21;U16;0,01;Hz;;;R;"Italian automatic test 81>s2.
The second-level over-frequency protection value is set by default.";;;;
;1319;Italay_Autotest_Result22;U16;1;ms;;;R;"Italian automatic test 81>s2.
The second level over-frequency protection time is set by default.";;;;
;131A;Italay_Autotest_Result23;U16;0,01;Hz;;;R;"Italian automatic test 81>s2.
Test result of secondary over-frequency protection value.";;;;
;131B;Italay_Autotest_Result24;U16;1;ms;;;R;"Italian automatic test 81>s2.
Test result of secondary over-frequency protection time.";;;;
;131C;Italay_Autotest_Result25;U16;0,01;Hz;;;R;"Italian automatic test 81<s1.
The first level under-frequency protection value is set by default.";;;;
;131D;Italay_Autotest_Result26;U16;1;ms;;;R;"Italian automatic test 81<s1.
The first level under-frequency protection time is set by default.";;;;
;131E;Italay_Autotest_Result27;U16;0,01;Hz;;;R;"Italian automatic test 81<s1.
Test result of first-level under-frequency protection value.";;;;
;131F;Italay_Autotest_Result28;U16;1;ms;;;R;"Italian automatic test 81<s1.
The first level under-frequency protection time test result.";;;;
;1320;Italay_Autotest_Result29;U16;0,01;Hz;;;R;"Italian automatic test 81<s2.
The second-level under-frequency protection value is set by default.";;;;
;1321;Italay_Autotest_Result30;U16;1;ms;;;R;"Italian automatic test 81<s2.
The second level under-frequency protection time is set by default.";;;;
;1322;Italay_Autotest_Result31;U16;0,01;Hz;;;R;"Italian automatic test 81<s2.
Test result of secondary underfrequency protection value.";;;;
;1323;Italay_Autotest_Result32;U16;1;ms;;;R;"Italian automatic test 81<s2.
Test result of secondary under-frequency protection time.";;;;
;1324;Italay_Autotest_Result33;;;;;;;Italy automatic test result 33;;;;
;1325;Italay_Autotest_Result34;;;;;;;Italy automatic test result 34;;;;
;1326;Italay_Autotest_Result35;;;;;;;Italy automatic test result 35;;;;
;1327;Italay_Autotest_Result36;;;;;;;Italy automatic test result 36;;;;
;1328;Italay_Autotest_Result37;;;;;;;Italy automatic test result 37;;;;
;1329;Italay_Autotest_Result38;;;;;;;Italy automatic test result 38;;;;
;132A;Italay_Autotest_Result39;;;;;;;Italy automatic test result 39;;;;
;132B;Italay_Autotest_Result40;;;;;;;Italian automatic test result 40;;;;
;132C;Italay_Autotest_Result41;;;;;;;Italian automatic test result 41;;;;
;132D;Italay_Autotest_Result42;;;;;;;Italian automatic test result 42;;;;
;132E;Italay_Autotest_Result43;;;;;;;Italy automatic test result 43;;;;
;132F;Italay_Autotest_Result44;;;;;;;Italy automatic test result 44;;;;
;1330;Italay_Autotest_Result45;;;;;;;Italy automatic test result 45;;;;
;1331;Italay_Autotest_Result46;;;;;;;Italy automatic test result 46;;;;
;1332;Italay_Autotest_Result47;;;;;;;Italy automatic test result 47;;;;
;1333;Italay_Autotest_Result48;;;;;;;Italy automatic test result 48;;;;
;;;;;;;;;;;;;
;1340;AddressMask_Config_ReadOnly_Result2;U64;;;;;R;"Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field plus 1 is located.
0 means invalid; 1 means valid. ";;;;
;1341;;;;;;;;;;;;
;1342;;;;;;;;;;;;
;1343;;;;;;;;;;;;
;1344;IVCurve_Voltage1;U16;0,1;V;;;R;IV curve sweep voltage 1;;;;
;1345;IVCurve_Current1;U16;0,01;A;;;R;IV curve sweep current 1;;;;
;1346;IVCurve_Voltage2;U16;0,1;V;;;R;IV curve sweep voltage 2;;;;
;1347;IVCurve_Current2;U16;0,01;A;;;R;IV curve scan current 2;;;;
;1348;IVCurve_Voltage3;U16;0,1;V;;;R;IV curve sweep voltage 3;;;;
;1349;IVCurve_Current3;U16;0,01;A;;;R;IV curve scan current 3;;;;
;134A;IVCurve_Voltage4;U16;0,1;V;;;R;IV curve sweep voltage 4;;;;
;134B;IVCurve_Current4;U16;0,01;A;;;R;IV curve scan current 4;;;;
;134C;IVCurve_Voltage5;U16;0,1;V;;;R;IV curve sweep voltage 5;;;;
;134D;IVCurve_Current5;U16;0,01;A;;;R;IV curve scan current 5;;;;
;134E;IVCurve_Voltage6;U16;0,1;V;;;R;IV curve sweep voltage 6;;;;
;134F;IVCurve_Current6;U16;0,01;A;;;R;IV curve scan current 6;;;;
;1350;IVCurve_Voltage7;U16;0,1;V;;;R;IV curve sweep voltage 7;;;;
;1351;IVCurve_Current7;U16;0,01;A;;;R;IV curve scan current 7;;;;
;1352;IVCurve_Voltage8;U16;0,1;V;;;R;IV curve sweep voltage 8;;;;
;1353;IVCurve_Current8;U16;0,01;A;;;R;IV curve scan current 8;;;;
;1354;IVCurve_Voltage9;U16;0,1;V;;;R;IV curve sweep voltage 9;;;;
;1355;IVCurve_Current9;U16;0,01;A;;;R;IV curve sweep current 9;;;;
;1356;IVCurve_Voltage10;U16;0,1;V;;;R;IV curve sweep voltage 10;;;;
